R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Donald Cerrone,Leon Edwards,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Welterweight,MALE,5,0,28.44444444,0.536666667,0.555555556,1.333333333,0.245555556,2,25,0,0,0,4,2,1,0,7,Southpaw,182.88,187.96,170,0,43.07407407,0.495185185,0.37037037,0.703703704,0.298148148,7,55,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,26,0,4,-3,-13,5,-30,-1,-7,-4,-2.54,2.54,9,-14.62962963,0.185185186,0.629629629,Red,U-DEC,blank,5.0,5:00,1500.0
Ovince Saint Preux,Tyson Pedro,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Light Heavyweight,MALE,3,0,17.5,0.5775,0.5,0.5,0.25,1,6,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,0,24.8125,0.449375,0.25,0.5625,0.26,6,37,1,1,0,1,5,3,0,10,Southpaw,190.5,203.2,205,35,26,1,1,-2,-7,5,-31,-1,-4,-1,0.0,-2.54,9,-7.3125,0.25,-0.0625,Red,SUB,Armbar,1.0,2:54,174.0
Jessica-Rose Clark,Jessica Eye,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Women's Flyweight,FEMALE,3,0,45.625,0.41,0.875,0.5,0.21875,6,23,0,0,1,0,0,0,1,2,Orthodox,167.64,167.64,125,0,78.0,0.57,1.0,2.0,0.66,0,6,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,30,31,0,-1,-1,0,-6,17,0,1,0,2.54,5.08,-1,-32.375,-0.125,-1.5,Red,U-DEC,blank,3.0,5:00,900.0
Li Jingliang,Daichi Abe,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Welterweight,MALE,3,0,63.0,0.35,0.0,0.5,0.5,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,0,39.25,0.41125,0.0,0.75,0.3225,3,17,0,0,1,0,4,0,0,5,Orthodox,182.88,180.34,170,30,26,0,0,-2,-4,2,-11,0,-4,0,-2.54,0.0,4,23.75,0.0,-0.25,neither,DQ,blank,1.0,5:00,300.0
Teruto Ishihara,Petr Yan,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Bantamweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Switch,170.18,170.18,135,0,38.14285714,0.482857143,0.0,0.428571429,0.082857143,4,18,0,0,0,1,2,0,0,3,Southpaw,170.18,175.26,135,26,25,1,0,-2,-3,4,-18,0,-2,0,0.0,-5.08,1,-38.14285714,0.0,-0.428571429,neither,KO/TKO,Punch,1.0,3:28,208.0
Felipe Arantes,Song Yadong,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Bantamweight,MALE,3,0,8.0,0.27,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,Orthodox,172.72,170.18,135,0,30.36363636,0.497272727,0.636363636,0.818181818,0.23,6,28,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,30,20,2,1,-1,-4,6,-27,0,-1,-1,0.0,-15.24,10,-22.36363636,0.363636364,-0.818181818,neither,KO/TKO,Elbow,2.0,4:59,599.0
Rolando Dy,Shane Young,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Featherweight,MALE,3,0,18.0,0.22,0.0,1.0,1.0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,31.33333333,0.373333333,0.0,0.333333333,0.083333333,2,8,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,27,24,-1,-1,-1,-1,1,-5,0,0,0,0.0,7.62,3,-13.33333333,0.0,0.666666667,neither,KO/TKO,Elbow,2.0,4:40,580.0
Song Kenan,Hector Aldana,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,14.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,180.34,170,28,29,0,-1,-1,-1,0,-1,0,-1,0,-2.54,2.54,-1,-14.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0
Shinsho Anzai,Jake Matthews,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Welterweight,MALE,3,0,33.11111111,0.443333333,0.555555556,1.777777778,0.394444444,3,21,0,0,1,1,0,3,1,6,Orthodox,180.34,185.42,170,0,35.0,0.61,0.0,1.333333333,0.42,1,7,0,0,0,1,0,0,1,2,Orthodox,170.18,177.8,170,32,23,0,0,0,4,-2,14,0,0,3,10.16,7.62,9,-1.88888889,0.555555556,0.444444445,neither,SUB,Rear Naked Choke,1.0,2:44,164.0
Viviane Pereira,Yan Xiaonan,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Women's Strawweight,FEMALE,3,0,96.0,0.45,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,160.02,115,0,39.33333333,0.396666667,0.333333333,0.333333333,0.333333333,1,9,0,0,1,1,0,0,0,2,Orthodox,154.94,160.02,115,24,29,1,1,-1,-1,1,-6,0,0,0,10.16,0.0,-5,56.66666667,-0.333333333,-0.333333333,neither,DQ,blank,1.0,5:00,300.0
Matt Schnell,Naoki Inoue,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Flyweight,MALE,3,0,62.0,0.53,5.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,125,0,22.66666667,0.363333333,0.666666667,0.333333333,0.333333333,2,5,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,135,28,21,0,0,0,0,2,-2,0,0,0,2.54,2.54,7,39.33333333,4.333333333,-0.333333333,neither,S-DEC,blank,3.0,5:00,900.0
Jenel Lausa,Ulka Sasaki,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Flyweight,MALE,3,0,15.28571429,0.437142857,0.571428571,1.142857143,0.245714286,4,13,0,0,0,0,0,3,0,3,Southpaw,177.8,180.34,125,0,23.66666667,0.33,1.0,0.666666667,0.5,2,9,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,29,28,1,0,0,2,-2,4,0,0,3,12.7,7.62,1,-8.38095238,-0.428571429,0.476190476,neither,DQ,blank,1.0,5:00,300.0
Ji Yeon Kim,Melinda Fabian,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Women's Flyweight,FEMALE,3,0,49.0,0.41,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,64.0,0.34,0.0,0.0,0.0,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,182.88,125,28,30,-1,-1,-1,-1,0,-3,0,0,0,-2.54,-15.24,-2,-15.0,0.0,0.0,neither,S-DEC,blank,3.0,5:00,900.0
Robert Whittaker,Yoel Romero,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Middleweight,MALE,5,0,39.1,0.57,0.0,1.7,0.271,1,30,2,0,1,1,7,0,0,9,Southpaw,182.88,185.42,185,0,53.83333333,0.441666667,0.0,0.333333333,0.25,2,30,2,0,0,5,5,0,0,10,Orthodox,182.88,185.42,185,27,41,0,-7,0,-1,1,0,0,2,0,0.0,0.0,-14,-14.73333333,0.0,1.366666667,Red,S-DEC,blank,5.0,5:00,1500.0
Rafael Dos Anjos,Colby Covington,6/9/2018,"Chicago, Illinois, USA", USA,Blue,True,Welterweight,MALE,5,0,35.33333333,0.54,0.222222222,4.555555556,0.505555556,1,23,0,0,0,4,2,2,0,8,Orthodox,180.34,182.88,170,0,44.95833333,0.445833333,0.583333333,1.75,0.300416667,7,64,3,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,33,30,0,2,0,-9,6,-41,-3,-2,-1,7.62,5.08,3,-9.625,-0.361111111,2.805555556,Red,U-DEC,blank,5.0,5:00,1500.0
Holly Holm,Megan Anderson,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Women's Featherweight,FEMALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,0,50.75,0.37625,0.0,0.25,0.25,4,31,4,0,1,1,2,0,0,4,Southpaw,172.72,175.26,145,36,28,1,0,-3,-4,4,-31,-4,-2,0,10.16,7.62,8,-50.75,0.0,-0.25,neither,U-DEC,blank,3.0,5:00,900.0
Andrei Arlovski,Tai Tuivasa,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,30.0,0.675,0.0,0.0,0.0,0,2,0,0,0,0,2,0,0,2,Southpaw,187.96,190.5,264,0,25.44,0.4612,0.2,0.28,0.1176,9,50,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,39,25,0,0,-5,-14,9,-48,-5,-7,-2,-2.54,-5.08,14,4.56,-0.2,-0.28,Red,U-DEC,blank,3.0,5:00,900.0
CM Punk,Mike Jackson,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Welterweight,MALE,3,0,3.0,0.5,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,188.0,170,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,39,33,0,0,0,0,0,0,0,0,0,2.54,2.58,6,3.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Alistair Overeem,Curtis Blaydes,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,44.66666667,0.521666667,0.0,4.833333333,0.611666667,2,14,0,0,0,2,1,0,1,4,Orthodox,193.04,203.2,265,0,31.76923077,0.685384615,0.076923077,0.230769231,0.192307692,5,25,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,38,27,1,3,-1,-4,3,-11,-1,-3,0,0.0,0.0,11,12.8974359,-0.076923077,4.602564102,Red,KO/TKO,Elbows,3.0,2:56,776.0
Claudia Gadelha,Carla Esparza,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,30.8,0.376,0.6,3.4,0.418,2,14,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,0,50.71428571,0.402857143,1.0,3.857142857,0.58,3,21,1,0,0,3,0,1,0,4,Orthodox,162.56,160.02,115,29,30,1,1,-1,-1,1,-7,1,0,0,-7.62,0.0,-1,-19.91428571,-0.4,-0.457142857,Red,S-DEC,blank,3.0,5:00,900.0
Ricardo Lamas,Mirsad Bektic,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,0,29.33333333,0.471666667,0.333333333,2.5,0.47,1,13,0,1,0,1,2,1,0,5,Orthodox,172.72,177.8,145,0,29.23076923,0.466923077,0.615384615,1.0,0.301538462,4,28,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,27,1,1,0,-4,3,-15,-1,-1,-2,0.0,-2.54,9,0.1025641,-0.282051282,1.5,Red,S-DEC,blank,3.0,5:00,900.0
Rashad Coulter,Chris de la Rocha,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,20.0,0.235,0.0,0.0,0.0,2,3,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,250,0,23.0,0.475,0.0,0.0,0.0,2,3,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,36,39,0,0,0,0,0,0,0,0,0,10.16,10.16,-3,-3.0,0.0,0.0,neither,KO/TKO,Punches,2.0,3:53,533.0
Rashad Evans,Anthony Smith,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,33.85714286,0.444285714,0.285714286,0.428571429,0.104285714,3,17,0,0,0,1,3,0,0,4,Orthodox,193.04,193.04,205,0,27.86363636,0.387272727,0.0,2.409090909,0.349090909,8,61,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,38,29,3,0,-2,-10,5,-44,-4,-3,0,10.16,2.54,9,5.9935065,0.285714286,-1.98051948,neither,KO/TKO,Knee,1.0,0:53,53.0
Joseph Benavidez,Sergio Pettis,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Flyweight,MALE,3,0,54.8,0.375,0.5,1.1,0.328,3,31,0,0,0,7,0,0,0,7,Orthodox,167.64,175.26,135,0,47.35714286,0.352857143,0.285714286,1.0,0.200714286,2,36,2,0,1,7,3,1,0,12,Southpaw,162.56,165.1,125,33,24,-1,-6,-2,-5,-1,-5,-2,-3,-1,5.08,10.16,9,7.44285714,0.214285714,0.1,Red,S-DEC,blank,3.0,5:00,900.0
Clay Guida,Charles Oliveira,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Lightweight,MALE,3,0,21.21052632,0.511052632,1.315789474,1.368421053,0.446842105,9,36,0,0,0,1,0,9,0,10,Orthodox,177.8,187.96,155,0,28.92,0.3576,0.56,2.52,0.3564,11,66,0,0,3,5,2,4,0,14,Orthodox,170.18,177.8,155,36,28,-1,-2,0,-4,2,-30,0,-2,5,7.62,10.16,8,-7.70947368,0.755789474,-1.151578947,neither,SUB,Guillotine Choke,1.0,2:18,138.0
Mike Santiago,Dan Ige,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,0,35.0,0.3,0.0,1.0,0.07,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,145,0,37.5,0.495,1.0,2.5,0.64,2,5,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,145,28,26,1,0,0,0,1,-2,0,0,0,-7.62,5.08,2,-2.5,-1.0,-1.5,neither,KO/TKO,Punches,1.0,0:50,50.0
Jimmie Rivera,Marlon Moraes,6/1/2018,"Utica, New York, USA", USA,Blue,False,Bantamweight,MALE,5,0,32.0,0.376666667,0.333333333,0.333333333,0.166666667,1,7,0,0,1,0,1,0,0,2,Orthodox,167.64,170.18,135,0,56.0,0.432,0.0,1.0,0.166,0,13,0,0,1,3,1,0,0,5,Orthodox,162.56,172.72,135,28,30,0,-3,-3,-3,-1,-6,0,0,0,5.08,-2.54,-2,-24.0,0.333333333,-0.666666667,Red,KO/TKO,Kick,1.0,0:33,33.0
Gregor Gillespie,Vinc Pichel,6/1/2018,"Utica, New York, USA", USA,Red,False,Lightweight,MALE,3,0,36.0,0.372,0.2,3.4,0.326,1,11,0,0,0,3,1,0,0,4,Orthodox,177.8,182.88,155,0,25.75,0.5175,0.25,2.5,0.355,0,7,0,0,0,1,2,1,0,4,Orthodox,170.18,180.34,155,31,35,0,0,0,0,-1,4,0,-1,-1,7.62,2.54,-4,10.25,-0.05,0.9,neither,SUB,Arm Triangle,2.0,4:06,546.0
Walt Harris,Daniel Spitz,6/1/2018,"Utica, New York, USA", USA,Red,False,Heavyweight,MALE,3,0,28.0,0.6,0.0,1.0,0.75,1,4,0,0,0,0,1,0,0,1,Orthodox,200.66,208.28,245,0,19.88888889,0.344444444,0.111111111,0.111111111,0.111111111,6,15,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,34,27,2,1,-1,-2,5,-11,0,-2,0,5.08,12.7,7,8.11111111,-0.111111111,0.888888889,neither,KO/TKO,Punches,2.0,4:59,599.0
Jake Ellenberger,Ben Saunders,6/1/2018,"Utica, New York, USA", USA,Blue,False,Welterweight,MALE,3,0,28.92857143,0.55,0.642857143,0.142857143,0.142857143,6,29,0,0,1,2,2,3,0,8,Orthodox,187.96,195.58,170,0,21.05263158,0.404210526,0.210526316,1.210526316,0.371052632,9,39,0,0,1,2,5,1,1,10,Orthodox,175.26,180.34,170,33,35,0,0,-3,-2,3,-10,0,-4,2,12.7,15.24,-2,7.87593985,0.432330827,-1.067669173,neither,KO/TKO,Knee,1.0,1:56,116.0
Julio Arce,Daniel Teymur,6/1/2018,"Utica, New York, USA", USA,Red,False,Featherweight,MALE,3,0,69.0,0.53,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,145,0,72.0,0.35,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Southpaw,170.18,177.8,145,28,30,-1,-1,-1,-1,-1,0,0,0,0,-5.08,-2.54,-2,-3.0,0.0,0.0,neither,SUB,Rear Naked Choke,3.0,2:55,775.0
Gian Villante,Sam Alvey,6/1/2018,"Utica, New York, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,28.57142857,0.495714286,0.071428571,0.071428571,0.071428571,5,29,0,0,1,2,5,1,0,9,Southpaw,187.96,190.5,205,0,50.08333333,0.448333333,0.0,0.416666667,0.1875,6,31,0,0,2,0,4,0,0,6,Orthodox,190.5,193.04,205,32,32,0,0,2,3,1,-2,0,1,1,-2.54,-2.54,0,-21.51190476,0.071428571,-0.345238096,Red,S-DEC,blank,3.0,5:00,900.0
Sijara Eubanks,Lauren Murphy,6/1/2018,"Utica, New York, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,57.2,0.424,0.0,1.2,0.36,3,15,0,0,1,0,1,0,0,2,Orthodox,170.18,170.18,125,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,170.18,135,33,34,0,1,1,2,-3,15,0,1,0,7.62,0.0,-1,57.2,0.0,1.2,Red,U-DEC,blank,3.0,5:00,900.0
Nik Lentz,David Teymur,6/1/2018,"Utica, New York, USA", USA,Blue,False,Lightweight,MALE,3,0,51.5,0.465,0.0,1.0,0.4025,0,10,0,0,0,2,2,0,0,4,Southpaw,175.26,185.42,155,0,39.94736842,0.517368421,1.157894737,3.105263158,0.33,7,51,0,0,2,6,2,2,0,12,Orthodox,172.72,172.72,155,33,29,0,3,0,-8,7,-41,0,0,-2,2.54,12.7,4,11.55263158,-1.157894737,-2.105263158,neither,U-DEC,blank,3.0,5:00,900.0
Belal Muhammad,Chance Rencountre,6/1/2018,"Utica, New York, USA", USA,Red,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,170,0,58.33333333,0.395,0.0,2.0,0.321666667,2,16,0,0,1,2,1,0,0,4,Orthodox,180.34,182.88,170,29,31,0,-3,-3,-4,2,-16,0,-1,0,7.62,7.62,-2,-58.33333333,0.0,-2.0,neither,U-DEC,blank,3.0,5:00,900.0
Desmond Green,Gleison Tibau,6/1/2018,"Utica, New York, USA", USA,Red,False,Lightweight,MALE,3,0,21.22222222,0.361111111,0.62962963,3.111111111,0.496666667,11,64,0,0,5,6,1,4,0,16,Southpaw,177.8,180.34,155,0,45.66666667,0.47,0.0,1.666666667,0.5,2,9,0,0,1,0,0,0,0,1,Southpaw,177.8,185.42,155,28,34,-1,0,2,15,-9,55,0,1,4,0.0,-5.08,-6,-24.44444445,0.62962963,1.444444444,neither,U-DEC,blank,3.0,5:00,900.0
Johnny Eduardo,Nathaniel Wood,6/1/2018,"Utica, New York, USA", USA,Blue,False,Bantamweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,0,22.66666667,0.395,0.333333333,0.0,0.0,3,12,0,0,0,1,2,0,0,3,Orthodox,170.18,180.34,135,39,25,1,0,-2,-3,3,-12,0,-2,0,-2.54,-5.08,14,-22.66666667,-0.333333333,0.0,neither,SUB,D'Arce Choke,2.0,2:18,438.0
Jarred Brooks,Jose Torres,6/1/2018,"Utica, New York, USA", USA,Blue,False,Flyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,0,28.5,0.45,0.5,6.0,0.625,1,6,0,0,1,0,0,0,0,1,Switch,160.02,157.48,125,25,25,1,0,-1,-1,1,-6,0,0,0,2.54,7.62,0,-28.5,-0.5,-6.0,neither,KO/TKO,Punches,2.0,2:55,475.0
Stephen Thompson,Darren Till,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,5,0,35.6,0.516,0.0,0.6,0.332,1,12,0,0,0,2,2,0,0,4,Southpaw,182.88,187.96,170,0,49.91666667,0.47,0.0,0.416666667,0.1525,3,33,2,0,0,4,5,0,0,9,Orthodox,182.88,190.5,170,35,25,0,2,-4,-5,2,-21,-2,-3,0,0.0,-2.54,10,-14.31666667,0.0,0.183333333,Red,U-DEC,blank,5.0,5:00,1500.0
Neil Magny,Craig White,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,170,0,45.38888889,0.424444444,0.277777778,2.277777778,0.461666667,5,47,0,0,1,7,4,1,0,13,Orthodox,190.5,203.2,170,30,27,0,-1,-7,-13,5,-47,0,-4,-1,-2.54,-10.16,3,-45.38888889,-0.277777778,-2.277777778,Red,KO/TKO,Knee,1.0,4:32,272.0
Arnold Allen,Mads Burnell,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,15.0,0.455,0.5,1.5,0.21,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,0,28.66666667,0.343333333,0.666666667,2.666666667,0.583333333,0,9,0,0,1,1,0,1,0,3,Southpaw,172.72,177.8,145,24,24,0,-2,-2,-2,-1,-3,0,0,-1,0.0,-2.54,0,-13.66666667,-0.166666667,-1.166666667,neither,SUB,Other - Choke,3.0,2:41,761.0
Jason Knight,Makwan Amirkhani,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,False,Featherweight,MALE,3,0,13.75,0.4625,1.25,2.25,0.475,1,8,0,0,0,1,1,1,0,3,Southpaw,177.8,182.88,145,0,42.42857143,0.367142857,1.714285714,1.428571429,0.344285714,3,18,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,25,29,1,0,-1,-1,2,-10,0,0,0,0.0,2.54,-4,-28.67857143,-0.464285714,0.821428571,neither,S-DEC,blank,3.0,5:00,900.0
Claudio Silva,Nordine Taleb,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,37.875,0.6025,0.0,1.875,0.5625,2,20,0,0,1,3,2,0,0,6,Orthodox,185.42,187.96,170,0,35.0,0.45,0.5,3.0,0.265,0,6,0,0,1,1,0,0,0,2,Southpaw,180.34,180.34,170,35,36,0,0,1,4,-2,14,0,2,0,5.08,7.62,-1,2.875,-0.5,-1.125,neither,SUB,Rear Naked Choke,1.0,4:31,271.0
Eric Spicely,Darren Stewart,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,19.25,0.495,0.0,1.5,0.34,4,7,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,0,7.5,0.565,0.75,0.75,0.2575,2,5,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,31,27,-3,0,-2,-2,-2,2,0,0,-2,-2.54,2.54,4,11.75,-0.75,0.75,neither,KO/TKO,Punch,2.0,1:47,407.0
Daniel Kelly,Tom Breese,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,35.75,0.55,0.25,0.0,0.0,1,8,0,0,0,1,2,0,0,3,Southpaw,190.5,185.42,185,0,38.22222222,0.376666667,0.222222222,1.333333333,0.24,3,21,0,0,1,3,1,1,0,6,Southpaw,182.88,177.8,185,40,26,1,0,-1,-3,2,-13,0,1,-1,7.62,7.62,14,-2.47222222,0.027777778,-1.333333333,neither,KO/TKO,Punch,1.0,3:33,213.0
Lina Lansberg,Gina Mazany,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Women's Bantamweight,FEMALE,3,0,19.0,0.29,0.0,2.5,0.355,1,4,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,0,45.0,0.596666667,0.0,0.333333333,0.046666667,2,7,0,0,0,1,0,0,0,1,Orthodox,170.18,165.1,135,36,29,1,1,0,0,1,-3,0,0,0,-2.54,7.62,7,-26.0,0.0,2.166666667,Red,U-DEC,blank,3.0,5:00,900.0
Bradley Scott,Carlo Pedersoli,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Blue,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,170,0,38.42857143,0.405714286,0.571428571,0.285714286,0.064285714,4,16,1,0,1,0,0,2,0,3,Orthodox,185.42,193.04,170,28,24,1,0,-1,-3,4,-16,-1,0,-2,-5.08,-2.54,4,-38.42857143,-0.571428571,-0.285714286,neither,DQ,blank,1.0,5:00,300.0
Gillian Robertson,Molly McCann,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Women's Flyweight,FEMALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,125,0,2.0,0.33,1.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,Orthodox,165.1,160.02,125,23,28,0,-1,-1,-1,0,-1,0,0,-1,-2.54,-2.54,-5,-2.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,2:05,425.0
Elias Theodorou,Trevor Smith,5/27/2018,"Liverpool, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,0,42.66666667,0.557777778,0.666666667,1.444444444,0.253333333,4,23,0,0,1,4,0,0,0,5,Orthodox,190.5,190.5,185,0,51.25,0.39875,0.0,1.625,0.3325,2,22,1,0,0,4,2,0,0,6,Orthodox,185.42,190.5,185,29,37,0,0,-1,-1,-2,1,-1,-2,0,5.08,0.0,-8,-8.58333333,0.666666667,-0.180555556,Red,U-DEC,blank,3.0,5:00,900.0
